waktu,text_asli,terjemahan,negara,akun,clean,normal,tokens,stem,final_text,skor,label,punya_emoji,label_sebelum_sarkas
2026-04-04T05:15:32.000Z,nyata ciptakan lapangan kerja. keren lanjut bos.,nyata ciptakan lapangan kerja. keren lanjut bos.,Indonesia,wastgood,nyata ciptakan lapangan kerja keren lanjut bos,nyata ciptakan lapangan kerja keren lanjut bos,"['nyata', 'ciptakan', 'lapangan', 'kerja', 'keren', 'lanjut', 'bos']","['nyata', 'cipta', 'lapang', 'kerja', 'keren', 'lanjut', 'bos']",nyata cipta lapang kerja keren lanjut bos,14,positif,FALSE,positif
2026-04-04T04:55:54.000Z,kalo bisa perusahaan ini mulai merambah sampai ke kabupaten2 atau pengusahanya menawarkan diri untuk kerjasama dg Pemda kabupaten untuk memecahkan masalah sampah di seluruh Indonesia.,kalo bisa perusahaan ini mulai merambah sampai ke kabupaten2 atau pengusahanya menawarkan diri untuk kerjasama dg Pemda kabupaten untuk memecahkan masalah sampah di seluruh Indonesia.,Indonesia,wastgood,kalo bisa perusahaan ini mulai merambah sampai ke kabupaten atau pengusahanya menawarkan diri untuk kerjasama dg pemda kabupaten untuk memecahkan masalah sampah di seluruh indonesia,kalo bisa perusahaan ini mulai merambah sampai ke kabupaten atau pengusahanya menawarkan diri untuk kerjasama dengan pemda kabupaten untuk memecahkan masalah sampah di seluruh indonesia,"['kalo', 'perusahaan', 'mulai', 'merambah', 'kabupaten', 'pengusahanya', 'menawarkan', 'diri', 'kerjasama', 'pemda', 'kabupaten', 'memecahkan', 'masalah', 'sampah', 'seluruh', 'indonesia']","['kalo', 'usaha', 'mulai', 'rambah', 'kabupaten', 'usaha', 'tawar', 'diri', 'kerjasama', 'pemda', 'kabupaten', 'pecah', 'masalah', 'sampah', 'seluruh', 'indonesia']",kalo usaha mulai rambah kabupaten usaha tawar diri kerjasama pemda kabupaten pecah masalah sampah seluruh indonesia,-7,negatif,FALSE,negatif
2026-04-04T04:48:22.000Z,awas pajak mengintai😏,awas pajak mengintai😏,Indonesia,wastgood,awas pajak mengintai,awas pajak mengintai,"['awas', 'pajak', 'mengintai']","['awas', 'pajak', 'intai']",awas pajak intai,1,negatif,TRUE,positif
2026-04-04T04:43:23.000Z,keren.. 👍🏻👍🏻,keren.. 👍🏻👍🏻,Indonesia,wastgood,keren,keren,['keren'],['keren'],keren,0,netral,TRUE,netral
2026-04-03T02:21:17.000Z,intinya ....alat lengkap ...,intinya ....alat lengkap ...,Indonesia,wastgood,intinya alat lengkap,intinya alat lengkap,"['intinya', 'alat', 'lengkap']","['inti', 'alat', 'lengkap']",inti alat lengkap,2,positif,FALSE,positif
2026-04-03T02:42:07.000Z,mantap keren lanjutkan semoga sukses 👍,mantap keren lanjutkan semoga sukses 👍,Indonesia,wastgood,mantap keren lanjutkan semoga sukses,mantap keren lanjutkan semoga sukses,"['mantap', 'keren', 'lanjutkan', 'semoga', 'sukses']","['mantap', 'keren', 'lanjut', 'moga', 'sukses']",mantap keren lanjut moga sukses,11,positif,TRUE,positif
2026-04-03T02:41:59.000Z,estetik🥰,estetik🥰,Indonesia,wastgood,estetik,estetik,['estetik'],['estetik'],estetik,4,positif,TRUE,positif
2026-04-03T02:34:58.000Z,keren🔥,keren🔥,Indonesia,wastgood,keren,keren,['keren'],['keren'],keren,0,netral,TRUE,netral
2026-04-03T02:33:27.000Z,Kerennnnnnn,Kerennnnnnn,Indonesia,wastgood,kerennnnnnn,kerennnnnnn,['kerennnnnnn'],['kerennnnnnn'],kerennnnnnn,0,netral,FALSE,netral
2026-04-03T02:31:40.000Z,bagus banget nih buat dirumah,bagus banget nih buat dirumah,Indonesia,wastgood,bagus banget nih buat dirumah,bagus banget nih buat dirumah,"['bagus', 'banget', 'nih', 'buat', 'dirumah']","['bagus', 'banget', 'nih', 'buat', 'rumah']",bagus banget nih buat rumah,7,positif,FALSE,positif
2026-04-03T02:30:14.000Z,bagus mengurangi sampah plastik,bagus mengurangi sampah plastik,Indonesia,wastgood,bagus mengurangi sampah plastik,bagus mengurangi sampah plastik,"['bagus', 'mengurangi', 'sampah', 'plastik']","['bagus', 'kurang', 'sampah', 'plastik']",bagus kurang sampah plastik,3,positif,FALSE,positif
2026-04-03T02:24:33.000Z,"alhamdulilah gak sia2 Q rongsokin barang plastik, ternyata berguna juga. sukses selalu kak🥰","alhamdulilah gak sia2 Q rongsokin barang plastik, ternyata berguna juga. sukses selalu kak🥰",Indonesia,wastgood,alhamdulilah gak sia q rongsokin barang plastik ternyata berguna juga sukses selalu kak,alhamdulilah enggak sia ku rongsokin barang plastik ternyata berguna juga sukses selalu kak,"['alhamdulilah', 'enggak', 'sia', 'ku', 'rongsokin', 'barang', 'plastik', 'ternyata', 'berguna', 'sukses', 'selalu', 'kak']","['alhamdulilah', 'enggak', 'sia', 'ku', 'rongsokin', 'barang', 'plastik', 'nyata', 'guna', 'sukses', 'selalu', 'kak']",alhamdulilah enggak sia ku rongsokin barang plastik nyata guna sukses selalu kak,6,positif,TRUE,positif
2026-04-03T02:22:17.000Z,"botol plastii gt kan memang laku dijual, apalagi dipengepul banyak pabrik umkm yang make bahan baku dari botol botol plastik kemasan gt untuk digiling, diaur ulan untuk produk produk lg
dan kalau tau harganya per kwnt juga pasti syik syak syok","botol plastii gt kan memang laku dijual, apalagi dipengepul banyak pabrik umkm yang make bahan baku dari botol botol plastik kemasan gt untuk digiling, diaur ulan untuk produk produk lg
dan kalau tau harganya per kwnt juga pasti syik syak syok",Indonesia,wastgood,botol plastii gt kan memang laku dijual apalagi dipengepul banyak pabrik umkm yang make bahan baku dari botol botol plastik kemasan gt untuk digiling diaur ulan untuk produk produk lg dan kalau tau harganya per kwnt juga pasti syik syak syok,botol plastii begitu kan memang laku dijual apalagi dipengepul banyak pabrik umkm yang memakai bahan baku dari botol botol plastik kemasan begitu untuk digiling diaur ulang untuk produk produk lagi dan kalau tau harganya per kwnt juga pasti syik syak syok,"['botol', 'plastii', 'kan', 'memang', 'laku', 'dijual', 'dipengepul', 'banyak', 'pabrik', 'umkm', 'memakai', 'bahan', 'baku', 'botol', 'botol', 'plastik', 'kemasan', 'digiling', 'diaur', 'ulang', 'produk', 'produk', 'kalau', 'tau', 'harganya', 'per', 'kwnt', 'syik', 'syak', 'syok']","['botol', 'plastii', 'kan', 'memang', 'laku', 'jual', 'kepul', 'banyak', 'pabrik', 'umkm', 'pakai', 'bahan', 'baku', 'botol', 'botol', 'plastik', 'kemas', 'giling', 'aur', 'ulang', 'produk', 'produk', 'kalau', 'tau', 'harga', 'per', 'kwnt', 'syik', 'syak', 'syok']",botol plastii kan memang laku jual kepul banyak pabrik umkm pakai bahan baku botol botol plastik kemas giling aur ulang produk produk kalau tau harga per kwnt syik syak syok,7,positif,FALSE,positif
2026-04-03T02:42:36.000Z,pengen tau dan belajar prosesnya 😁,pengen tau dan belajar prosesnya 😁,Indonesia,wastgood,pengen tau dan belajar prosesnya,pengin tau dan belajar prosesnya,"['pengin', 'tau', 'belajar', 'prosesnya']","['pengin', 'tau', 'ajar', 'proses']",pengin tau ajar proses,-2,negatif,TRUE,negatif
2026-04-03T02:20:53.000Z,bikin rak sepatu min,bikin rak sepatu min,Indonesia,wastgood,bikin rak sepatu min,bikin rak sepatu min,"['bikin', 'rak', 'sepatu', 'min']","['bikin', 'rak', 'sepatu', 'min']",bikin rak sepatu min,3,positif,FALSE,positif
2026-04-03T02:14:52.000Z,"mantap. ,coba bikin catting boot bang bagus ini","mantap. ,coba bikin catting boot bang bagus ini",Indonesia,wastgood,mantap coba bikin catting boot bang bagus ini,mantap coba bikin catting boot bang bagus ini,"['mantap', 'coba', 'bikin', 'catting', 'boot', 'bang', 'bagus']","['mantap', 'coba', 'bikin', 'catting', 'boot', 'bang', 'bagus']",mantap coba bikin catting boot bang bagus,9,positif,FALSE,positif
2026-04-03T02:04:39.000Z,halo pemerintah,halo pemerintah,Indonesia,wastgood,halo pemerintah,halo pemerintah,"['halo', 'pemerintah']","['halo', 'perintah']",halo perintah,1,positif,FALSE,positif
2026-04-03T01:56:19.000Z,mantab,mantab,Indonesia,wastgood,mantab,mantab,['mantab'],['mantab'],mantab,0,netral,FALSE,netral
2026-04-03T01:51:17.000Z,maaf kk kk semuanya...ini hanya utk konten...g utk d jual...karena yg bikin konten nya g keluar2😁😁😁,maaf kk kk semuanya...ini hanya utk konten...g utk d jual...karena yg bikin konten nya g keluar2😁😁😁,Indonesia,wastgood,maaf kk kk semuanya ini hanya utk konten g utk d jual karena yg bikin konten nya g keluar,maaf kakak kakak semuanya ini hanya untuk konten g untuk di jual karena yang bikin konten nya g keluar,"['maaf', 'kakak', 'kakak', 'semuanya', 'konten', 'g', 'jual', 'bikin', 'konten', 'nya', 'g', 'keluar']","['maaf', 'kakak', 'kakak', 'semua', 'konten', 'g', 'jual', 'bikin', 'konten', 'nya', 'g', 'keluar']",maaf kakak kakak semua konten g jual bikin konten nya g keluar,-3,negatif,TRUE,negatif
2026-04-03T01:50:38.000Z,sy suka yg beginian...👍,sy suka yg beginian...👍,Indonesia,wastgood,sy suka yg beginian,saya suka yang beginian,"['suka', 'beginian']","['suka', 'begini']",suka begini,2,positif,TRUE,positif
2026-04-03T01:44:03.000Z,KL pengen belajar buat gmn ya caranya?,KL pengen belajar buat gmn ya caranya?,Indonesia,wastgood,kl pengen belajar buat gmn ya caranya,kalo pengin belajar buat bagaimana ya caranya,"['kalo', 'pengin', 'belajar', 'buat', 'bagaimana', 'caranya']","['kalo', 'pengin', 'ajar', 'buat', 'bagaimana', 'cara']",kalo pengin ajar buat bagaimana cara,2,positif,FALSE,positif
2026-04-03T01:36:15.000Z,produknya aman dari jamur dong,produknya aman dari jamur dong,Indonesia,wastgood,produknya aman dari jamur dong,produknya aman dari jamur dong,"['produknya', 'aman', 'jamur', 'dong']","['produk', 'aman', 'jamur', 'dong']",produk aman jamur dong,3,positif,FALSE,positif
2026-04-03T03:31:26.000Z,Dan pada akhirnya sampah plastik bener2 gabisa di hanguskan 😭,Dan pada akhirnya sampah plastik bener2 gabisa di hanguskan 😭,Indonesia,wastgood,dan pada akhirnya sampah plastik bener gabisa di hanguskan,dan pada akhirnya sampah plastik benar enggak bisa di hanguskan,"['akhirnya', 'sampah', 'plastik', 'benar', 'enggak', 'hanguskan']","['akhir', 'sampah', 'plastik', 'benar', 'enggak', 'hangus']",akhir sampah plastik benar enggak hangus,-5,negatif,TRUE,negatif
2026-04-03T03:56:33.000Z,keranjang kuningnya mana,keranjang kuningnya mana,Indonesia,wastgood,keranjang kuningnya mana,keranjang kuningnya mana,"['keranjang', 'kuningnya', 'mana']","['keranjang', 'kuning', 'mana']",keranjang kuning mana,-4,negatif,FALSE,negatif
2026-04-03T03:46:01.000Z,maju terus,maju terus,Indonesia,wastgood,maju terus,maju terus,"['maju', 'terus']","['maju', 'terus']",maju terus,0,netral,FALSE,netral
2026-04-03T03:38:22.000Z,"banyak yg nanya dikomentar, dijual ga? belinya dmn?
padahal tinggal liat di profil nya🙏
tapi salut sih dengan kalian semua, secara ga langsung konten ini jadi viral 🙏🙏","banyak yg nanya dikomentar, dijual ga? belinya dmn?
padahal tinggal liat di profil nya🙏
tapi salut sih dengan kalian semua, secara ga langsung konten ini jadi viral 🙏🙏",Indonesia,wastgood,banyak yg nanya dikomentar dijual ga belinya dmn padahal tinggal liat di profil nya tapi salut sih dengan kalian semua secara ga langsung konten ini jadi viral,banyak yang bertanya dikomentar dijual enggak belinya dimana padahal tinggal lihat di profil nya tapi salut sih dengan kalian semua secara enggak langsung konten ini jadi viral,"['banyak', 'bertanya', 'dikomentar', 'dijual', 'enggak', 'belinya', 'padahal', 'tinggal', 'lihat', 'profil', 'nya', 'salut', 'sih', 'kalian', 'semua', 'enggak', 'langsung', 'konten', 'jadi', 'viral']","['banyak', 'tanya', 'komentar', 'jual', 'enggak', 'beli', 'padahal', 'tinggal', 'lihat', 'profil', 'nya', 'salut', 'sih', 'kalian', 'semua', 'enggak', 'langsung', 'konten', 'jadi', 'viral']",banyak tanya komentar jual enggak beli padahal tinggal lihat profil nya salut sih kalian semua enggak langsung konten jadi viral,13,positif,TRUE,positif
2026-04-03T03:37:55.000Z,mantap. semoga bisa mengurangi sampah. di tunggu olahan sampah lain ny,mantap. semoga bisa mengurangi sampah. di tunggu olahan sampah lain ny,Indonesia,wastgood,mantap semoga bisa mengurangi sampah di tunggu olahan sampah lain ny,mantap semoga bisa mengurangi sampah di tunggu olahan sampah lain nya,"['mantap', 'semoga', 'mengurangi', 'sampah', 'tunggu', 'olahan', 'sampah', 'nya']","['mantap', 'moga', 'kurang', 'sampah', 'tunggu', 'olah', 'sampah', 'nya']",mantap moga kurang sampah tunggu olah sampah nya,4,positif,FALSE,positif
2026-04-03T03:36:13.000Z,pemerintah Indonesia ngk bakal ngrespon🙏,pemerintah Indonesia ngk bakal ngrespon🙏,Indonesia,wastgood,pemerintah indonesia ngk bakal ngrespon,pemerintah indonesia enggak bakal ngrespon,"['pemerintah', 'indonesia', 'enggak', 'bakal', 'ngrespon']","['perintah', 'indonesia', 'enggak', 'bakal', 'ngrespon']",perintah indonesia enggak bakal ngrespon,0,netral,TRUE,netral
2026-04-03T03:33:03.000Z,good job,good job,Indonesia,wastgood,good job,good job,"['good', 'job']","['good', 'job']",good job,5,positif,FALSE,positif
2026-04-03T01:31:17.000Z,cek hrga dan lokasi kak,cek hrga dan lokasi kak,Indonesia,wastgood,cek hrga dan lokasi kak,cek hrga dan lokasi kak,"['cek', 'hrga', 'lokasi', 'kak']","['cek', 'hrga', 'lokasi', 'kak']",cek hrga lokasi kak,-4,negatif,FALSE,negatif
2026-04-03T03:30:27.000Z,Pemerintah tidak suka😁,Pemerintah tidak suka😁,Indonesia,wastgood,pemerintah tidak suka,pemerintah tidak suka,"['pemerintah', 'suka']","['perintah', 'suka']",perintah suka,3,positif,TRUE,positif
2026-04-03T03:19:52.000Z,belinya dimana?,belinya dimana?,Indonesia,wastgood,belinya dimana,belinya dimana,['belinya'],['beli'],beli,2,positif,FALSE,positif
2026-04-03T03:18:12.000Z,ini klo misal mau beli dimana ya tokonya.,ini klo misal mau beli dimana ya tokonya.,Indonesia,wastgood,ini klo misal mau beli dimana ya tokonya,ini kalo misal mau beli dimana ya tokonya,"['kalo', 'misal', 'mau', 'beli', 'tokonya']","['kalo', 'misal', 'mau', 'beli', 'toko']",kalo misal mau beli toko,7,positif,FALSE,positif
2026-04-03T03:15:02.000Z,kereeen🥰,kereeen🥰,Indonesia,wastgood,kereeen,keren,['keren'],['keren'],keren,0,netral,TRUE,netral
2026-04-04T09:21:38.000Z,"haloo kak aku izin ambil vidionyaa yaa bukan buat jualan kokk, aku izin ambil vidionya buat tugas lomba akuu😍😍😍😍 terimaakasihb kakkk😍😍😍😍😍","haloo kak aku izin ambil vidionyaa yaa bukan buat jualan kokk, aku izin ambil vidionya buat tugas lomba akuu😍😍😍😍 terimaakasihb kakkk😍😍😍😍😍",Indonesia,wastgood,haloo kak aku izin ambil vidionyaa yaa bukan buat jualan kokk aku izin ambil vidionya buat tugas lomba akuu terimaakasihb kakkk,haloo kak aku izin ambil vidionyaa ya bukan buat jualan kokk aku izin ambil vidionya buat tugas lomba aku terimaakasihb kak,"['haloo', 'kak', 'aku', 'izin', 'ambil', 'vidionyaa', 'bukan', 'buat', 'jualan', 'kokk', 'aku', 'izin', 'ambil', 'vidionya', 'buat', 'tugas', 'lomba', 'aku', 'terimaakasihb', 'kak']","['haloo', 'kak', 'aku', 'izin', 'ambil', 'vidionyaa', 'bukan', 'buat', 'jual', 'kokk', 'aku', 'izin', 'ambil', 'vidionya', 'buat', 'tugas', 'lomba', 'aku', 'terimaakasihb', 'kak']",haloo kak aku izin ambil vidionyaa bukan buat jual kokk aku izin ambil vidionya buat tugas lomba aku terimaakasihb kak,-12,negatif,TRUE,negatif
2026-04-04T10:39:47.000Z,"awas kena undang undang tanpa ijin 🤣🤣😂😂😂,,","awas kena undang undang tanpa ijin 🤣🤣😂😂😂,,",Indonesia,wastgood,awas kena undang undang tanpa ijin,awas kena undang undang tanpa ijin,"['awas', 'kena', 'undang', 'undang', 'ijin']","['awas', 'kena', 'undang', 'undang', 'ijin']",awas kena undang undang ijin,5,positif,TRUE,positif
2026-04-04T03:11:45.000Z,ikut gabung,ikut gabung,Indonesia,wastgood,ikut gabung,ikut gabung,"['ikut', 'gabung']","['ikut', 'gabung']",ikut gabung,-8,negatif,FALSE,negatif
2026-04-04T02:27:21.000Z,keren wehh,keren wehh,Indonesia,wastgood,keren wehh,keren wehh,"['keren', 'wehh']","['keren', 'wehh']",keren wehh,0,netral,FALSE,netral
2026-04-04T06:48:34.000Z,"smoga gak d tutup sama pemerintah.
berkah barokah kang...","smoga gak d tutup sama pemerintah.
berkah barokah kang...",Indonesia,wastgood,smoga gak d tutup sama pemerintah berkah barokah kang,semoga enggak di tutup sama pemerintah berkah barokah kang,"['semoga', 'enggak', 'tutup', 'sama', 'pemerintah', 'berkah', 'barokah', 'kang']","['moga', 'enggak', 'tutup', 'sama', 'perintah', 'berkah', 'barokah', 'kang']",moga enggak tutup sama perintah berkah barokah kang,6,positif,FALSE,positif
2026-04-03T03:39:26.000Z,klik linkny klau mau beli ooon,klik linkny klau mau beli ooon,Indonesia,wastgood,klik linkny klau mau beli ooon,klik linkny kalau mau beli ooon,"['klik', 'linkny', 'kalau', 'mau', 'beli', 'ooon']","['klik', 'linkny', 'kalau', 'mau', 'beli', 'ooon']",klik linkny kalau mau beli ooon,6,positif,FALSE,positif
2026-04-07T13:11:58.000Z,lah siapa yg mau beli oon,lah siapa yg mau beli oon,Indonesia,wastgood,lah siapa yg mau beli oon,lah siapa yang mau beli oon,"['lah', 'siapa', 'mau', 'beli', 'oon']","['lah', 'siapa', 'mau', 'beli', 'oon']",lah siapa mau beli oon,3,positif,FALSE,positif
2026-04-03T03:50:47.000Z,buka bio blok,buka bio blok,Indonesia,wastgood,buka bio blok,buka bio blok,"['buka', 'bio', 'blok']","['buka', 'bio', 'blok']",buka bio blok,3,positif,FALSE,positif
2026-04-07T13:10:05.000Z,apa lo blok,apa lo blok,Indonesia,wastgood,apa lo blok,apa lo blok,"['apa', 'lo', 'blok']","['apa', 'lo', 'blok']",apa lo blok,-3,negatif,FALSE,negatif
2026-04-03T02:59:48.000Z,aku suka orang yg peduli lingkungan,aku suka orang yg peduli lingkungan,Indonesia,wastgood,aku suka orang yg peduli lingkungan,aku suka orang yang peduli lingkungan,"['aku', 'suka', 'orang', 'peduli', 'lingkungan']","['aku', 'suka', 'orang', 'peduli', 'lingkung']",aku suka orang peduli lingkung,9,positif,FALSE,positif
2026-04-03T02:59:03.000Z,semoga selalu jaya dan sukses,semoga selalu jaya dan sukses,Indonesia,wastgood,semoga selalu jaya dan sukses,semoga selalu jaya dan sukses,"['semoga', 'selalu', 'jaya', 'sukses']","['moga', 'selalu', 'jaya', 'sukses']",moga selalu jaya sukses,8,positif,FALSE,positif
2026-04-03T02:57:04.000Z,Hebat,Hebat,Indonesia,wastgood,hebat,hebat,['hebat'],['hebat'],hebat,0,netral,FALSE,netral
2026-04-03T02:56:08.000Z,"@Sekretariat Kabinet RI
pak Tedi mohon didukung","@Sekretariat Kabinet RI
pak Tedi mohon didukung",Indonesia,wastgood,kabinet ri pak tedi mohon didukung,kabinet ri pak tedi mohon didukung,"['kabinet', 'ri', 'pak', 'tedi', 'mohon', 'didukung']","['kabinet', 'ri', 'pak', 'tedi', 'mohon', 'dukung']",kabinet ri pak tedi mohon dukung,3,positif,FALSE,positif
2026-04-03T02:48:01.000Z,Indonesia hebat 🔥,Indonesia hebat 🔥,Indonesia,wastgood,indonesia hebat,indonesia hebat,"['indonesia', 'hebat']","['indonesia', 'hebat']",indonesia hebat,0,netral,TRUE,netral
2026-04-02T19:05:10.000Z,harga buat kursi yg tinggi 50cm dan lebar 30cm brp bang? buat mini studio sy,harga buat kursi yg tinggi 50cm dan lebar 30cm brp bang? buat mini studio sy,Indonesia,wastgood,harga buat kursi yg tinggi cm dan lebar cm brp bang buat mini studio sy,harga buat kursi yang tinggi cuma dan lebar cuma berapa bang buat mini studio saya,"['harga', 'buat', 'kursi', 'tinggi', 'cuma', 'lebar', 'cuma', 'berapa', 'bang', 'buat', 'mini', 'studio']","['harga', 'buat', 'kursi', 'tinggi', 'cuma', 'lebar', 'cuma', 'berapa', 'bang', 'buat', 'mini', 'studio']",harga buat kursi tinggi cuma lebar cuma berapa bang buat mini studio,5,positif,FALSE,positif
2026-04-02T23:32:04.000Z,beli dimn papannya?,beli dimn papannya?,Indonesia,wastgood,beli dimn papannya,beli dimn papannya,"['beli', 'dimn', 'papannya']","['beli', 'dimn', 'papan']",beli dimn papan,2,positif,FALSE,positif
2026-04-02T23:31:40.000Z,"baguslah menambah solusi baik, semoga makin berkembang","baguslah menambah solusi baik, semoga makin berkembang",Indonesia,wastgood,baguslah menambah solusi baik semoga makin berkembang,baguslah menambah solusi baik semoga makin berkembang,"['baguslah', 'menambah', 'solusi', 'baik', 'semoga', 'makin', 'berkembang']","['bagus', 'tambah', 'solusi', 'baik', 'moga', 'makin', 'kembang']",bagus tambah solusi baik moga makin kembang,17,positif,FALSE,positif
